Condition,Category,MatchingBrain,MatchingMS,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
ADCell,GOTERM_BP_DIRECT,0,0,GO:0035234~ectopic germ cell programmed cell death,3,0.529100529,0.085903192,"IL1A, IL1B, BCL2L1",533,18,19416,6.071294559,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0007052~mitotic spindle organization,5,0.881834215,0.089973538,"CCNB1, TACC3, CKAP5, DLGAP5, AURKB",533,62,19416,2.937723174,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0007616~long-term memory,4,0.705467372,0.090586339,"ACSS2, CCND2, APOE, LDLR",533,39,19416,3.736181267,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,1,GO:0050767~regulation of neurogenesis,4,0.705467372,0.090586339,"DLL4, IL1B, HMGB2, S100A10",533,39,19416,3.736181267,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0033627~cell adhesion mediated by integrin,4,0.705467372,0.090586339,"ITGB5, ITGA3, ITGB3, ITGBL1",533,39,19416,3.736181267,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0008360~regulation of cell shape,8,1.410934744,0.090668005,"FGR, FMNL1, SEMA4D, LST1, CCL3, CCL2, PLXNC1, MYH10",533,140,19416,2.081586706,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,"GO:0000398~mRNA splicing, via spliceosome",10,1.76366843,0.090709901,"RBM14, LSM7, RBM14-RBM4, SRSF2, SRSF3, SNU13, HNRNPA1, PRPF19, SRSF7, RBMX",533,196,19416,1.858559559,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0045666~positive regulation of neuron differentiation,6,1.058201058,0.09401489,"SPAG9, MMD, TCF4, ADRA2B, TRIM32, ETV5",533,88,19416,2.483711411,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0002764~immune response-regulating signaling pathway,5,0.881834215,0.094106684,"LAT2, LILRB1, LILRB2, LAIR1, LILRA5",533,63,19416,2.891092647,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0030949~positive regulation of vascular endothelial growth factor receptor signaling pathway,3,0.529100529,0.094327583,"IL1B, ITGB3, ARNT",533,19,19416,5.75175274,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,1,GO:0051930~regulation of sensory perception of pain,3,0.529100529,0.094327583,"FABP5, CCL3, MGLL",533,19,19416,5.75175274,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0010165~response to X-ray,3,0.529100529,0.094327583,"THBD, RAD51, BRCA2",533,19,19416,5.75175274,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0014032~neural crest cell development,3,0.529100529,0.094327583,"RDH10, ALDH1A2, NOLC1",533,19,19416,5.75175274,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0070509~calcium ion import,3,0.529100529,0.094327583,"CDK5, SLC8A1, GCK",533,19,19416,5.75175274,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0071806~protein transmembrane transport,3,0.529100529,0.094327583,"ABCA1, EDNRB, HPSE",533,19,19416,5.75175274,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0007051~spindle organization,3,0.529100529,0.094327583,"CHD3, CKAP5, AURKB",533,19,19416,5.75175274,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,1,GO:0042632~cholesterol homeostasis,7,1.234567901,0.096429915,"ABCA1, MYLIP, FABP4, TMEM97, APOE, LDLR, ABCG1",533,115,19416,2.217342361,1,1,0.994764398
ADCell,GOTERM_BP_DIRECT,0,0,GO:0048167~regulation of synaptic plasticity,5,0.881834215,0.098328086,"CDK5, KCNQ3, NOLC1, YWHAG, YWHAH",533,64,19416,2.845919325,1,1,0.994764398
ADCell,GOTERM_CC_DIRECT,1,1,GO:0070062~extracellular exosome,112,19.75308642,5.81E-11,"NCKAP1, RPL5, COL12A1, CTNND1, CLU, SMC2, DPYSL2, SLC26A11, GLUL, RPS5, APLP2, PRKCD, ARMC9, RPSA, RNASE2, HLA-E, SLPI, GPD1, S100A6, SMS, SERPING1, TAGLN2, SRSF7, CD101, PPIC, CRABP2, LTBP2, KALRN, GNS, DPP4, C3, S100A16, PODXL, COBLL1, APOE, CD14, MYH10, S100A10, VAT1, SLC37A2, RARRES1, PRG2, PAICS, IGF2R, EHD2, MIR223, CDK1, TGFBI, LGMN, SERPINA1, ITGB5, ITGB3, TNFAIP3, LSP1, PEPD, PTBP1, CTSL, CD37, GUSB, CTSD, YWHAG, YWHAH, CAP1, CR1, MME, ITGA3, ANXA4, RRAS2, SERPINB9, LAT2, ACTA2, FGR, SLC7A5, COL6A1, PECAM1, FAM20C, ANGPTL2, MFGE8, SMPDL3A, RAPGEF3, RAB1A, GRN, ASAH1, PCNA, HPGD, WAS, CXCR4, SLC3A2, GNG2, UGP2, GNG7, FLNA, MGAT1, PCBD1, GPC4, RPS27A, HNRNPA1, WASF2, SPAG9, DUT, PLEKHA1, MDH2, NAGA, SORL1, GALNS, MYO1E, FMNL1, FABP4, MLPH, FABP5, QPCT, RBMX",551,2242,20666,1.873644707,3.17E-08,3.17E-08,2.99E-08
ADCell,GOTERM_CC_DIRECT,1,1,GO:0016020~membrane,213,37.56613757,2.69E-10,"RPL5, IFITM1, SPARC, NUP107, LST1, AQP9, TMEM97, MKI67, RPS15, NDST2, SPATA25, RPS17, DPYSL2, MYB, VSIG4, PTGFRN, RPS10, GTSE1, VPS39, RPS12, IER3, SLC6A12, HLA-F, HLA-E, RNF128, ASPHD1, GPR161, KCNQ3, ASPHD2, MXRA7, ASTN2, CD101, SDC3, MGST1, SYNGR1, RDH10, TSPAN7, HMOX1, APOE, KIAA0319L, RHBDL2, S100A10, ABCA1, VAT1, SIGLEC16, SIGLEC15, ST14, SIGLEC10, EDEM2, PAICS, EHD2, FIBP, PIGU, BRCA2, PRPF19, KIF15, STAB1, OLR1, CD37, CD36, CCR5, CEP55, JAK1, MME, MMD, ANXA4, NBPF10, RRAS2, BTN3A3, SERPINB9, BTN3A2, SLC7A5, KIFC1, KCNMA1, TLR10, MFGE8, MGLL, RAPGEF3, POPDC3, GRN, ASAH1, SELPLG, SGMS1, MYRF, GCNT1, IFI6, CXCR4, HSD17B4, APOL6, GPNMB, SLC17A5, FLNA, MGAT1, RPS27A, RABAC1, EMC8, LDLR, LAIR1, MPP1, PLEKHA1, MDH2, LILRB1, LILRB2, AP2B1, DHRS7, CD40LG, DPY19L3, PSMC4, LPCAT3, PNPLA3, CRLF3, CD68, NCF1, CLSTN3, NRM, IL1RAP, CLU, SLC8A1, IGF1R, TM7SF2, TMEM144, ABHD12, FADS2, SLC26A11, PLXNC1, KPNA2, FADS1, CD93, RPS5, APLP2, USP2, RPSA, TEX2, CLEC4A, ILF3, SLC7A5P2, DPEP2, RAB38, ROR2, TCTA, SLC27A3, ABCG1, PSEN2, SLC1A2, SLC1A3, GPR84, CSF2RA, FUT4, DPP4, CCNB1, ITPRIPL1, TMEM127, CDH23, LPXN, TNFRSF14, SLC37A2, LVRN, RARRES1, TRPV2, KLHL23, IGF2R, PTPRE, CDK5, TMEM237, UBE2T, CDK1, HPSE, DHCR7, TUBA8, ITGB5, MCM8, MS4A7, PLEK, SLC40A1, TREM2, LSP1, HK2, PTBP1, THBD, TMEM104, NPTN, ACP5, GUSB, YWHAG, CR1, RPL13A, CKAP5, COL6A1, TMEM217, IL3RA, MCM4, ST6GALNAC4, TNFRSF21, FRRS1, SLC3A2, DLL4, GNG2, HNRNPA1, SASH1, ATP9A, SPAG9, NOP58, CMTM3, SEMA4D, NAGA, SORL1, HS3ST2, ADGRD1, FMNL1, SCD, TSPAN17, ALOX5AP, RBMX",551,5475,20666,1.459151232,1.47E-07,7.34E-08,6.92E-08
ADCell,GOTERM_CC_DIRECT,1,1,GO:0009986~cell surface,49,8.641975309,4.18E-10,"SPARC, ITGB5, CLSTN3, ITGB3, CTNND1, IL1RAP, CLU, THBD, NPTN, CD36, CCR6, PTGFRN, CCR5, EGFL7, CR1, CD93, MME, ITGA3, ANXA4, HLA-F, ADRA2B, HLA-E, IL1A, KCNQ3, ROR2, EPHA2, SDC3, PSEN2, SLC1A2, CXCR4, SLC1A3, SLC3A2, TFPI, FUT4, LILRA5, DPP4, C3, ADAMTS15, SLAMF9, GPC4, MYH10, LDLR, S100A10, TRPV2, LILRB2, SORL1, IGF2R, CD40LG, ITGBL1",551,665,20666,2.763625943,2.28E-07,7.61E-08,7.18E-08
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005764~lysosome,28,4.938271605,1.36E-07,"GRN, ASAH1, TNFAIP3, CXCR4, TMEM97, CD1C, LIPA, GNS, SULT1C2, ZFYVE26, CTSL, SLC17A5, ACP5, GUSB, RILP, CTSD, LDLR, NAGA, RNASE2, GALNS, CHIT1, IL1B, COL6A1, PLEKHM1, RAB38, HPSE, CD68, LGMN",551,319,20666,3.2920936,7.44E-05,1.86E-05,1.75E-05
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005829~cytosol,202,35.62610229,4.18E-07,"RB1, NCKAP1, RPL5, NUP107, LST1, NUDT1, DIXDC1, IFIT1, SMC4, LIPA, IFIT3, SMC2, IFIT2, RPS15, RPS17, MPRIP, DPYSL2, DPYSL3, MYB, KIF21A, RPS10, GLUL, GTSE1, RPS12, IER3, NUP214, PRKCD, RUNX3, CH25H, RNF128, BOLA2, TAGLN2, ASF1B, CDCA2, CRABP2, PDE1B, CDCA5, CDCA8, SKA3, KALRN, SKA2, S100A16, HMOX1, DECR1, AFAP1L1, NFATC2, KLHDC8B, CDC6, PAICS, NET1, EHD2, TPX2, EHD3, RGL1, SPIN4, BRCA2, SHB, KIF15, SULT1C2, UCHL1, CTSD, DLGAP5, JAK1, BATF3, ZHX2, SERPINB9, SLC7A5, IL1A, CTTN, RILPL1, IL1B, PLIN2, MGLL, DCP2, MYRF, CEP295NL, WAS, NEDD9, HSD17B4, NPL, ALOX5, SLC17A5, FLNA, RPL15, RPS27A, CENPU, PLEKHA1, SAMD4A, AP2B1, GCK, CENPF, SPSB1, FABP4, FABP5, PSMC4, TACC3, CENPN, COPG2, CRLF3, NCF1, CTNND1, HJURP, MSI2, SAT1, CLU, ETS2, NR3C2, CCND2, CAPN3, KPNA2, PHLDA1, GUCY1A2, MYLIP, RPS5, FBXO17, MITF, RPSA, LGALS9C, ILF3, CCNE2, GPD1, S100A6, DPEP2, SRSF2, SMS, RAB38, RAI14, NNMT, UBA7, STK39, ARHGAP17, CSF2RA, SAV1, CCNB1, ORC1, LPXN, SOCS6, FAM83D, MYH10, RAB6B, UBE2C, ODF2, DENND4C, GCLC, LSM7, TP53I3, KIF18B, CDK5, BCL3, CDK1, BCL2L1, DOCK3, PLEK, SLC40A1, TNFAIP3, HK2, HK3, SPRED1, CASP5, PSTPIP2, TAGAP, ACP5, MYBL2, YWHAG, YWHAH, CKAP2L, ARHGEF17, RPL13A, C4ORF46, CKAP5, ADRA2B, ARFGAP1, EPN2, ACTA2, FGR, TBC1D2, TFDP1, ALDH1A2, RAB1A, ACSS2, HPGD, HSD17B14, AURKB, UGP2, SH3BP1, DNAJB4, CCL3, PCBD1, HNRNPA1, FNIP2, WASF2, SASH1, SPAG9, NOP58, CMTM3, KCNIP3, ADGRD1, FMNL1, MLPH, RAD51, PRC1, TRIM32",551,5576,20666,1.358730832,2.28E-04,3.82E-05,3.61E-05
ADCell,GOTERM_CC_DIRECT,0,1,GO:0005737~cytoplasm,211,37.21340388,4.20E-07,"RB1, RPL5, SPARC, LST1, MT1M, NUDT1, DCAF5, IFIT1, IFIT3, SMC2, IFIT2, RPS15, RPS17, DCANP1, DPYSL2, DPYSL3, KIF21A, RPS10, PELO, GLUL, GTSE1, VPS39, RPS12, PRKCD, ARMC9, RUNX3, RNF128, BOLA2, MT1F, MT1H, CRABP2, CDCA5, TWIST2, NOLC1, AGAP1, KALRN, SKA2, RDH10, APOE, S100A10, EGR1, FZD2, SYNRG, IRF2BP2, NFATC2, DCLK2, MICAL2, CDC7, KLHDC8B, CDC6, PAICS, NET1, EHD2, TPX2, PKIB, EHD3, ANP32E, CPEB2, LGMN, SPIN4, PRPF19, TRIOBP, KIF15, SULT1C2, UCHL1, TCP11L2, KIF1B, CD36, CCR5, DLGAP5, CEP55, JAK1, CAP1, MME, ANXA4, NBPF10, SERPINB9, CTTN, KIFC1, RILPL1, DCP2, WAS, NEDD9, CXCR4, CRYBA1, NPL, BCLAF1, APOL6, EMC2, FLNA, RPL15, RPS27A, EMC8, AAMDC, CASP8AP2, PLEKHA1, MDH2, LILRB1, LILRB2, CENPF, FABP4, ZNFX1, FABP5, CR1L, TACC3, PNPLA3, CRLF3, SAMD9L, NCF1, CTNND1, MSI2, CLU, CCND2, CCRL2, NUSAP1, CAPN3, TGM5, KPNA2, PHLDA1, PHLDA3, RPS5, FBXO17, USP2, MITF, RPSA, IPCEF1, ILF3, CCNE2, RBM14-RBM4, S100A6, SRSF3, NUPR1, CARS2, SRSF7, PPIC, FAIM, UBA7, STK39, NCF1B, NCF1C, ARHGAP17, SAV1, CCNB1, PODXL, TMEM127, LPXN, SOCS6, FAM83D, MYH10, LVRN, DENND4C, KLHL23, KLHL24, POU2F2, PTPRE, KIF18B, CDK5, BCL3, CDK1, ZCCHC2, BCL2L1, TUBA8, TRIM72, DOCK3, PLEK, HMGB2, SLC40A1, HMGB3, TNFAIP3, CHD3, SCRN1, CASP5, PSTPIP2, YWHAG, YWHAH, EMX1, RBM14, ARHGEF17, ARNT, RPL13A, IRAK3, CKAP5, EPN2, ACTA2, TBC1D2, TFDP1, ALDH1A2, TRIM59, ACSS2, HPGD, PPM1H, TOB1, GNA15, UGP2, ABLIM3, NT5DC2, CCL3, S1PR1, PCBD1, S1PR2, HNRNPA1, RILP, FNIP2, SASH1, SPAG9, NAGA, RSPH3, MYO1E, RAD51, PRC1, TRIM32",551,5887,20666,1.34429086,2.29E-04,3.82E-05,3.61E-05
ADCell,GOTERM_CC_DIRECT,1,1,GO:0005886~plasma membrane,195,34.39153439,5.55E-06,"IFITM1, SPARC, LST1, AQP9, TMEM97, EDNRB, DPYSL2, C3AR1, GLUL, PRKCD, SLC6A12, HLA-F, HLA-E, GPR161, KCNQ3, CD101, EPHA2, TTYH2, SDC3, MGST1, CD1C, C3, SYNGR1, S100A16, TSPAN7, APOE, CD14, KIAA0319L, RHBDL2, S100A10, ABCA1, SIGLEC16, SIGLEC15, ST14, FZD2, SIGLEC10, EHD2, EHD3, ITGBL1, RGL1, GAPT, PIGU, SHB, UCHL1, CTSL, STAB1, OLR1, CD37, CCR6, CD36, CCR5, JAK1, CAP1, MME, MMD, ANXA4, RRAS2, BTN3A3, BTN3A2, LAT2, SLC7A5, CTTN, RILPL1, KCNMA1, PLIN2, TLR10, MGLL, RAPGEF3, GRN, SELPLG, SGMS1, WAS, IFI6, NEDD9, CXCR4, LILRA5, GPNMB, SLC17A5, FLNA, GPC4, RPS27A, RABAC1, LDLR, LAIR1, MPP1, PLEKHA1, LILRB1, LILRB2, AP2B1, CD40LG, FABP5, CR1L, CRLF3, CD68, F2RL2, NCF1, CLSTN3, CTNND1, IL1RAP, ETS2, SLC8A1, IGF1R, TM7SF2, ABHD12, FADS2, RAB42, CCRL2, CAPN3, SLC26A11, PLXNC1, TGM5, PHLDA3, MYLIP, CD93, APLP2, RPSA, IPCEF1, CLEC4A, S100A6, RAB38, ROR2, SLC27A3, ABCG1, LY6E, PSEN2, SLC1A2, SLC1A3, ARHGAP17, GPR84, CSF2RA, RASGRP3, GOLGA7B, DPP4, ITPRIPL1, PODXL, TMEM127, CDH23, LPXN, TNFRSF14, UBE2C, DENND4C, TRPV2, IGF2R, PTPRE, CDK5, BCL3, TGFBI, DOCK3, ITGB5, ITGB3, MS4A7, PLEK, SLC40A1, TREM2, LSP1, THBD, SPRED1, PSTPIP2, NPTN, YWHAH, CR1, ITGA3, IRAK3, CKAP5, ADRA2B, EPN2, FGR, TBC1D2, IL3RA, PECAM1, TNFRSF21, SLC3A2, TFPI, DLL4, CACNG7, GNA15, P2RY6, GNG2, SH3BP1, GNG7, DNAJB4, S1PR1, OR13F1, S1PR2, ATP9A, KCNJ5, SEMA4D, KCNIP3, SORL1, MYO1E, ADGRD1, FMNL1, PIK3IP1, PRC1, TSPAN17",551,5534,20666,1.321600769,0.003025168,4.33E-04,4.08E-04
ADCell,GOTERM_CC_DIRECT,1,1,GO:0009897~external side of plasma membrane,29,5.114638448,8.26E-06,"ITGB3, CXCR4, CD1C, CSF2RA, THBD, CCRL2, SLAMF9, S1PR1, TNFRSF14, CCR6, CD14, CD36, GPC4, CCR5, LDLR, ABCA1, ST14, ITGA3, BTN3A3, LILRB1, BTN3A2, HLA-F, HLA-E, CLEC4A, CD40LG, IL3RA, PECAM1, MFGE8, ABCG1",551,418,20666,2.602115336,0.004497497,5.63E-04,5.31E-04
ADCell,GOTERM_CC_DIRECT,0,1,GO:0062023~collagen-containing extracellular matrix,27,4.761904762,1.94E-05,"C1QA, SERPINA1, SPARC, SDC3, COL12A1, LTBP2, CLU, THBS3, ADAMTS15, MDK, CTSL, APOE, GPC4, CTSD, S100A10, EGFL7, ANXA4, PRG2, SERPINB9, SLPI, COL6A1, S100A6, SERPING1, ANGPTL2, TGFBI, MXRA7, MFGE8",551,391,20666,2.589952702,0.01055323,0.001178801,0.001111873
ADCell,GOTERM_CC_DIRECT,0,1,GO:0005925~focal adhesion,28,4.938271605,3.83E-05,"NCKAP1, RPL5, ITGB5, ITGB3, DIXDC1, NEDD9, TRIOBP, RPS15, DPP4, RPS17, MPRIP, FLNA, LPXN, RPS10, YWHAG, JAK1, CAP1, FZD2, MME, ITGA3, RPS5, RRAS2, RPL13A, IGF2R, EHD3, CTTN, ITGBL1, EPHA2",551,431,20666,2.43660756,0.020686279,0.002090284,0.001971605
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005654~nucleoplasm,142,25.04409171,1.53E-04,"RB1, RPL5, HJURP, DCAF5, MKI67, SMC4, LIPA, ETS2, SLC8A1, SMC2, NR3C2, RPS15, RPS17, CCND2, DCANP1, MYB, SLC26A11, KPNA2, PHLDA1, GTSE1, RPS10, RPS12, NUP214, SAP30BP, SP110, RPS5, USP2, PRKCD, RPSA, MITF, ESCO2, RUNX3, ILF3, CCNE2, RBM14-RBM4, SRSF2, DPEP2, SRSF3, NUPR1, SRSF7, ASF1B, RAI14, INO80C, DNMT1, CDCA2, CRABP2, UBA7, CDCA5, TWIST2, STK39, NOLC1, CDCA8, ZNF22, SNU13, KALRN, CCNB1, ORC1, HMOX1, DECR1, EGR1, UBE2C, IRF2BP2, NFATC2, CDC7, CDC6, POU2F2, TPX2, LSM7, KIF18B, CDK5, UBE2T, BCL3, CDK1, HBP1, HPSE, EZH2, MCM8, SPIN4, ITGB3, HMGB2, SLC40A1, CHD3, FOXM1, SHB, BRCA2, PRPF19, PTBP1, UCHL1, SPRED1, OLR1, MYBL2, ZNF366, ZHX2, RBM14, BATF3, RFC4, RFC2, VWA5A, ARNT, SERPINB9, ETV5, FGR, TBC1D2, TFDP1, RILPL1, MCM4, FAM20C, DCP2, PRIM2, PCNA, HPGD, MYRF, UHRF1, PPM1H, NEDD9, SLC3A2, AURKB, BCLAF1, DNAJB4, ALOX5, RBBP8, S1PR1, E2F2, PCBD1, RPS27A, HNRNPA1, SASH1, CASP8AP2, CENPU, DUT, NOP58, PLEKHA1, GCK, ADGRD1, CENPF, RAD51, FABP5, PSMC4, PRC1, CENPN, BCOR, RBMX",551,4000,20666,1.331475499,0.080312645,0.007610462,0.007178366
ADCell,GOTERM_CC_DIRECT,1,0,GO:0045202~synapse,31,5.467372134,1.74E-04,"C1QA, ITGB3, SLC1A3, SLC3A2, HAPLN4, CLU, SLC8A1, RPS15, RPS17, GNA15, GNG2, GNG7, DPYSL3, KIF1B, RPL15, GPC4, RPS27A, WASF2, MME, RPS5, PRKCD, SAMD4A, RPL13A, ARFGAP1, ALDH5A1, FABP5, PSMC4, KCNQ3, CPEB2, LY6E, EZH2",551,549,20666,2.117845018,0.090708716,0.007923459,0.007473593
ADCell,GOTERM_CC_DIRECT,0,0,GO:0022626~cytosolic ribosome,11,1.940035273,2.38E-04,"RPS15, RPL5, RPS17, RPS5, RPL13A, RPSA, RPL15, RPS27A, RPS10, PELO, RPS12",551,96,20666,4.297602843,0.122037793,0.010010478,0.009442118
ADCell,GOTERM_CC_DIRECT,0,0,GO:0043202~lysosomal lumen,11,1.940035273,2.82E-04,"GALNS, ASAH1, CTSL, SDC3, HPSE, GPC4, GUSB, LIPA, CTSD, GNS, LGMN",551,98,20666,4.209896663,0.142848684,0.011008504,0.010383479
ADCell,GOTERM_CC_DIRECT,0,0,GO:0030027~lamellipodium,15,2.645502646,6.53E-04,"NCKAP1, CTNND1, NEDD9, DPP4, ACTA2, SH3BP1, CTTN, ABLIM3, CDK5, PODXL, DPYSL3, WASF2, MYH10, RAPGEF3, EPHA2",551,192,20666,2.930183757,0.30017047,0.022777864,0.021484615
ADCell,GOTERM_CC_DIRECT,1,1,GO:0043235~receptor complex,16,2.821869489,7.01E-04,"ITGB5, ITGA3, ITGB3, GPR84, CSF2RA, TM7SF2, NR3C2, IGF1R, CR1L, IL3RA, OLR1, TLR10, CD36, ROR2, LDLR, EPHA2",551,216,20666,2.778248303,0.318141341,0.022777864,0.021484615
ADCell,GOTERM_CC_DIRECT,0,0,GO:0035578~azurophil granule lumen,10,1.76366843,7.09E-04,"CAP1, GALNS, VAT1, C3, GRN, FABP5, PRKCD, RNASE2, GUSB, GNS",551,91,20666,4.121577152,0.32115405,0.022777864,0.021484615
ADCell,GOTERM_CC_DIRECT,0,0,GO:0031092~platelet alpha granule membrane,5,0.881834215,8.96E-04,"SPARC, ITGB3, APLP2, PECAM1, CD36",551,17,20666,11.03128003,0.387082116,0.027183607,0.025640216
ADCell,GOTERM_CC_DIRECT,0,0,GO:0022627~cytosolic small ribosomal subunit,7,1.234567901,0.001033621,"RPS15, RPS17, RPS5, RPSA, RPS27A, RPS10, RPS12",551,44,20666,5.96691965,0.431440397,0.029703014,0.028016579
ADCell,GOTERM_CC_DIRECT,0,0,GO:0045171~intercellular bridge,10,1.76366843,0.001209206,"EHD2, TPX2, PRC1, CDCA8, CDC7, KLHDC8B, NUPR1, CDC6, FAM83D, CEP55",551,98,20666,3.827178784,0.483472068,0.033011321,0.031137052
ADCell,GOTERM_CC_DIRECT,0,0,GO:0072686~mitotic spindle,12,2.116402116,0.001324384,"TPX2, CKAP2L, KIFC1, NUSAP1, CDK1, TACC3, NEDD9, CDC7, CDC6, FAM83D, SKA3, DLGAP5",551,140,20666,3.214830179,0.514993473,0.034433984,0.032478941
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005769~early endosome,19,3.350970018,0.001719469,"RAB1A, SAMD9L, MME, PSEN2, CXCR4, SORL1, IGF2R, CACNG7, EHD2, ZFYVE26, EHD3, TMEM127, KIFC1, RAB38, APOE, ASTN2, LDLR, WASF2, ATP9A",551,310,20666,2.298776418,0.609230694,0.04050172,0.038202172
ADCell,GOTERM_CC_DIRECT,0,0,"GO:0000775~chromosome, centromeric region",8,1.410934744,0.00182441,"HELLS, CENPF, CDCA5, HJURP, CDCA8, CENPN, SMC4, AURKB",551,66,20666,4.546224495,0.631029199,0.04050172,0.038202172
ADCell,GOTERM_CC_DIRECT,0,1,GO:0045121~membrane raft,15,2.645502646,0.001835348,"ABCA1, MME, PSEN2, SLC1A2, LAT2, DPP4, PODXL, S1PR1, PECAM1, OLR1, CD14, HPSE, CD36, CTSD, S100A10",551,214,20666,2.628949913,0.633230137,0.04050172,0.038202172
ADCell,GOTERM_CC_DIRECT,0,0,GO:0000922~spindle pole,12,2.116402116,0.001854474,"TPX2, CENPF, CCNB1, CKAP2L, ODF2, PRC1, TACC3, NEDD9, CDC6, CKAP5, AURKB, KIF15",551,146,20666,3.08271387,0.637047397,0.04050172,0.038202172
ADCell,GOTERM_CC_DIRECT,1,1,GO:0048471~perinuclear region of cytoplasm,35,6.172839506,0.00218692,"HMGB2, PSEN2, SLC1A3, CLU, THBS3, RASGRP3, S100A16, ALOX5, FLNA, HMOX1, LPXN, MGAT1, ATP9A, ABCA1, SPAG9, ITGA3, SYNRG, ANXA4, USP2, PRKCD, INHBA, IGF2R, EHD2, MIR223, CENPF, EHD3, RAD51, MLPH, RNF128, ALDH1A2, BCL3, S100A6, RAB38, NUPR1, LGMN",551,757,20666,1.734111391,0.697406826,0.045925326,0.043317844
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005770~late endosome,12,2.116402116,0.003601495,"GRN, ZFYVE26, RNF128, CXCR4, RAB38, ASTN2, RILP, LDLR, IGF2R, VPS39, ATP9A, LGMN",551,159,20666,2.830668082,0.860538393,0.072830237,0.068695186
ADCell,GOTERM_CC_DIRECT,0,0,GO:0035189~Rb-E2F complex,3,0.529100529,0.004093719,"RB1, TFDP1, E2F2",551,4,20666,28.12976407,0.893515728,0.079827513,0.075295182
ADCell,GOTERM_CC_DIRECT,0,0,GO:1990023~mitotic spindle midzone,4,0.705467372,0.005482157,"KIF18B, CTTN, PRC1, AURKB",551,14,20666,10.7161006,0.950287192,0.103215786,0.097355549
ADCell,GOTERM_CC_DIRECT,0,1,GO:0016323~basolateral plasma membrane,16,2.821869489,0.006001852,"ABCA1, ST14, HPGD, ITGA3, AQP9, SLC40A1, STK39, NEDD9, SLC6A12, SLC3A2, SLC7A5, P2RY6, SLC17A5, SLC26A11, LDLR, WASF2",551,270,20666,2.222598642,0.962629916,0.109233707,0.103031793
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005694~chromosome,16,2.821869489,0.007074744,"EMX1, CENPU, CDCA2, MCM8, CDCA5, HMGB2, HMGB3, ESCO2, MKI67, SMC4, SMC2, PRC1, NUSAP1, RBBP8, MCM4, EZH2",551,275,20666,2.182187758,0.979277583,0.124606782,0.117532038
ADCell,GOTERM_CC_DIRECT,0,1,GO:0070161~anchoring junction,7,1.234567901,0.007575013,"DPP4, TBC1D2, AFAP1L1, CTNND1, CXCR4, SLC3A2, RAI14",551,65,20666,4.039145609,0.984262383,0.127699343,0.120449014
ADCell,GOTERM_CC_DIRECT,0,1,GO:0005794~Golgi apparatus,44,7.760141093,0.007950364,"GALNT12, RAB1A, GRN, SERPINA1, MYRF, LST1, PSEN2, NEDD9, CD1C, CLU, FUT4, NDST2, CTSL, MGAT1, SLC26A11, APOE, CD14, PTGFRN, CD36, GPC4, RABAC1, EMC8, RAB6B, LDLR, KIAA0319L, RPS12, ABCA1, MMD, SYNRG, KCNIP3, DENND4C, SERPINB9, ESCO2, SORL1, IGF2R, CD40LG, CTTN, RNF128, SLPI, CCDC170, FAM20C, ST6GALNAC4, ABCG1, GAPT",551,1103,20666,1.49617361,0.987199186,0.127699343,0.120449014
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005819~spindle,11,1.940035273,0.007951974,"RB1, TPX2, CENPF, KIF18B, UHRF1, PRC1, NUSAP1, NEDD9, PRPF19, FAM83D, AURKB",551,153,20666,2.696535117,0.987210523,0.127699343,0.120449014
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005721~pericentric heterochromatin,5,0.881834215,0.00883149,"HELLS, DNMT1, CHRAC1, ESCO2, EZH2",551,31,20666,6.049411627,0.992119884,0.137771251,0.129949074
